"OrderTrackingID","SalesOrderID","TrackingEventID","EventDateTime"
86274,67830,3,"2014-03-08 00:00:00.000000"
86321,69069,3,"2014-03-27 00:00:00.000000"
86345,68229,3,"2014-03-15 00:00:00.000000"
86397,64176,3,"2014-01-14 00:00:00.000000"
86440,62454,3,"2013-12-20 00:00:00.000000"
86446,48027,3,"2012-10-01 00:00:00.000000"
86476,55923,3,"2013-09-10 00:00:00.000000"
86492,67347,3,"2014-03-02 00:00:00.000000"
86519,65982,3,"2014-02-09 00:00:00.000000"
86524,58135,3,"2013-10-18 00:00:00.000000"
86536,70413,3,"2014-04-12 00:00:00.000000"
86549,59157,3,"2013-11-01 00:00:00.000000"
86557,59829,3,"2013-11-10 00:00:00.000000"
86570,69426,3,"2014-04-01 00:00:00.000000"
86574,53613,3,"2013-08-01 00:00:00.000000"
86585,67368,3,"2014-03-02 00:00:00.000000"
86600,45087,3,"2011-12-04 00:00:00.000000"
86637,45171,3,"2011-12-17 00:00:00.000000"
86647,57015,3,"2013-10-01 00:00:00.000000"
86658,66528,3,"2014-02-18 00:00:00.000000"
86694,73038,3,"2014-05-17 00:00:00.000000"
86696,64680,3,"2014-01-22 00:00:00.000000"
86703,58989,3,"2013-10-31 00:00:00.000000"
86715,66822,3,"2014-02-22 00:00:00.000000"
86740,53025,3,"2013-07-24 00:00:00.000000"
86783,68901,3,"2014-03-25 00:00:00.000000"
86795,53193,3,"2013-07-27 00:00:00.000000"
86799,56165,3,"2013-09-14 00:00:00.000000"
86841,56742,3,"2013-09-25 00:00:00.000000"
86842,74424,3,"2014-06-09 00:00:00.000000"
86912,53529,3,"2013-08-01 00:00:00.000000"
86948,74277,3,"2014-06-05 00:00:00.000000"
86950,45948,3,"2012-03-21 00:00:00.000000"
86953,45927,3,"2012-03-18 00:00:00.000000"
86955,65478,3,"2014-02-01 00:00:00.000000"
86957,53361,3,"2013-07-30 00:00:00.000000"
86987,67326,3,"2014-03-02 00:00:00.000000"
86990,68857,3,"2014-03-24 00:00:00.000000"
87060,53298,3,"2013-07-29 00:00:00.000000"
87068,46662,3,"2012-05-31 00:00:00.000000"
87077,44226,3,"2011-08-22 00:00:00.000000"
87080,51603,3,"2013-06-25 00:00:00.000000"
87104,61845,3,"2013-12-10 00:00:00.000000"
87119,47040,3,"2012-07-01 00:00:00.000000"
87122,71736,3,"2014-05-01 00:00:00.000000"
87123,61950,3,"2013-12-12 00:00:00.000000"
87151,69279,3,"2014-03-30 00:00:00.000000"
87156,73605,3,"2014-05-24 00:00:00.000000"
87162,48951,3,"2012-12-20 00:00:00.000000"
87180,69678,3,"2014-04-02 00:00:00.000000"
87212,61005,3,"2013-11-28 00:00:00.000000"
87275,55860,3,"2013-09-08 00:00:00.000000"
87335,47124,3,"2012-07-07 00:00:00.000000"
87387,68376,3,"2014-03-17 00:00:00.000000"
87392,51576,3,"2013-06-24 00:00:00.000000"
87399,47082,3,"2012-07-02 00:00:00.000000"
87427,54474,3,"2013-08-16 00:00:00.000000"
87429,71022,3,"2014-04-20 00:00:00.000000"
87449,64029,3,"2014-01-12 00:00:00.000000"
87478,66113,3,"2014-02-11 00:00:00.000000"
87479,58758,3,"2013-10-28 00:00:00.000000"
87488,69741,3,"2014-04-03 00:00:00.000000"
87522,48867,3,"2012-12-10 00:00:00.000000"
87525,69216,3,"2014-03-29 00:00:00.000000"
87538,71820,3,"2014-05-02 00:00:00.000000"
87576,45360,3,"2012-01-04 00:00:00.000000"
87589,73899,3,"2014-05-28 00:00:00.000000"
87611,73101,3,"2014-05-18 00:00:00.000000"
87632,64229,3,"2014-01-15 00:00:00.000000"
87635,51171,3,"2013-05-31 00:00:00.000000"
87650,69510,3,"2014-04-01 00:00:00.000000"
87658,48762,3,"2012-12-01 00:00:00.000000"
87660,53634,3,"2013-08-01 00:00:00.000000"
87679,63166,3,"2014-01-01 00:00:00.000000"
87716,66990,3,"2014-02-25 00:00:00.000000"
87730,68439,3,"2014-03-18 00:00:00.000000"
87755,54369,3,"2013-08-14 00:00:00.000000"
87796,43681,3,"2011-06-01 00:00:00.000000"
87816,53802,3,"2013-08-04 00:00:00.000000"
87824,63189,3,"2014-01-01 00:00:00.000000"
87848,55083,3,"2013-08-27 00:00:00.000000"
87858,69048,3,"2014-03-27 00:00:00.000000"
87866,51156,3,"2013-05-31 00:00:00.000000"
87881,58947,3,"2013-10-31 00:00:00.000000"
87887,67893,3,"2014-03-09 00:00:00.000000"
87913,56364,3,"2013-09-18 00:00:00.000000"
87922,57162,3,"2013-10-01 00:00:00.000000"
87924,74046,3,"2014-05-30 00:00:00.000000"
87949,52311,3,"2013-07-09 00:00:00.000000"
87962,59493,3,"2013-11-06 00:00:00.000000"
88011,69615,3,"2014-04-01 00:00:00.000000"
88020,67767,3,"2014-03-08 00:00:00.000000"
88084,73941,3,"2014-05-29 00:00:00.000000"
88088,54978,3,"2013-08-26 00:00:00.000000"
88105,55146,3,"2013-08-29 00:00:00.000000"
88139,75033,3,"2014-06-29 00:00:00.000000"
88142,54915,3,"2013-08-24 00:00:00.000000"
88145,43785,3,"2011-06-22 00:00:00.000000"
88160,74319,3,"2014-06-06 00:00:00.000000"
88165,58254,3,"2013-10-20 00:00:00.000000"
88178,48510,3,"2012-11-10 00:00:00.000000"
88237,55356,3,"2013-08-31 00:00:00.000000"
88242,53760,3,"2013-08-03 00:00:00.000000"
88247,50463,3,"2013-04-12 00:00:00.000000"
88253,51177,3,"2013-05-31 00:00:00.000000"
88282,68334,3,"2014-03-16 00:00:00.000000"
88285,47397,3,"2012-08-01 00:00:00.000000"
88291,51135,3,"2013-05-31 00:00:00.000000"
88318,66213,3,"2014-02-13 00:00:00.000000"
88349,66759,3,"2014-02-21 00:00:00.000000"
88419,55692,3,"2013-09-06 00:00:00.000000"
88427,54243,3,"2013-08-12 00:00:00.000000"
88438,72198,3,"2014-05-06 00:00:00.000000"
88453,49308,3,"2013-01-14 00:00:00.000000"
88463,57267,3,"2013-10-02 00:00:00.000000"
88506,62821,3,"2013-12-27 00:00:00.000000"
88528,70287,3,"2014-04-10 00:00:00.000000"
88597,53907,3,"2013-08-06 00:00:00.000000"
88611,60060,3,"2013-11-14 00:00:00.000000"
88620,68040,3,"2014-03-12 00:00:00.000000"
88633,74382,3,"2014-06-08 00:00:00.000000"
88634,60165,3,"2013-11-15 00:00:00.000000"
88651,66045,3,"2014-02-10 00:00:00.000000"
88665,52689,3,"2013-07-17 00:00:00.000000"
88684,56028,3,"2013-09-12 00:00:00.000000"
88705,44100,3,"2011-08-02 00:00:00.000000"
88720,51324,3,"2013-06-09 00:00:00.000000"
88730,48363,3,"2012-10-31 00:00:00.000000"
88741,68502,3,"2014-03-19 00:00:00.000000"
88746,58863,3,"2013-10-30 00:00:00.000000"
88760,61278,3,"2013-12-01 00:00:00.000000"
88765,44415,3,"2011-09-18 00:00:00.000000"
88766,72996,3,"2014-05-16 00:00:00.000000"
88778,71421,3,"2014-04-26 00:00:00.000000"
88806,70531,3,"2014-04-14 00:00:00.000000"
88811,51723,3,"2013-07-01 00:00:00.000000"
88820,72702,3,"2014-05-12 00:00:00.000000"
88838,64638,3,"2014-01-21 00:00:00.000000"
88874,67095,3,"2014-02-27 00:00:00.000000"
88892,65079,3,"2014-01-28 00:00:00.000000"
88911,60333,3,"2013-11-18 00:00:00.000000"
88949,70581,3,"2014-04-14 00:00:00.000000"
88977,60606,3,"2013-11-22 00:00:00.000000"
89016,55272,3,"2013-08-31 00:00:00.000000"
89018,44604,3,"2011-10-08 00:00:00.000000"
89019,71799,3,"2014-05-02 00:00:00.000000"
89060,69909,3,"2014-04-05 00:00:00.000000"
89063,51975,3,"2013-07-03 00:00:00.000000"
89120,61215,3,"2013-12-01 00:00:00.000000"
89126,65415,3,"2014-01-31 00:00:00.000000"
89139,65373,3,"2014-01-30 00:00:00.000000"
89170,44709,3,"2011-10-25 00:00:00.000000"
89174,71358,3,"2014-04-26 00:00:00.000000"
89185,67557,3,"2014-03-04 00:00:00.000000"
89193,68733,3,"2014-03-22 00:00:00.000000"
89222,52647,3,"2013-07-16 00:00:00.000000"
89240,56070,3,"2013-09-13 00:00:00.000000"
89241,60291,3,"2013-11-17 00:00:00.000000"
89275,53970,3,"2013-08-07 00:00:00.000000"
89276,50400,3,"2013-04-06 00:00:00.000000"
89334,44373,3,"2011-09-11 00:00:00.000000"
89382,46053,3,"2012-03-31 00:00:00.000000"
89399,63336,3,"2014-01-01 00:00:00.000000"
89412,65646,3,"2014-02-04 00:00:00.000000"
89439,44667,3,"2011-10-17 00:00:00.000000"
89454,54306,3,"2013-08-13 00:00:00.000000"
89473,60459,3,"2013-11-20 00:00:00.000000"
89482,49644,3,"2013-02-08 00:00:00.000000"
89526,59094,3,"2013-10-31 00:00:00.000000"
89536,73227,3,"2014-05-19 00:00:00.000000"
89567,62181,3,"2013-12-16 00:00:00.000000"
89569,54705,3,"2013-08-20 00:00:00.000000"
89587,51639,3,"2013-06-28 00:00:00.000000"
89630,49413,3,"2013-01-25 00:00:00.000000"
89688,50757,3,"2013-05-01 00:00:00.000000"
89695,49665,3,"2013-02-10 00:00:00.000000"
89714,49350,3,"2013-01-18 00:00:00.000000"
89737,67221,3,"2014-03-01 00:00:00.000000"
89763,48657,3,"2012-11-23 00:00:00.000000"
89814,65814,3,"2014-02-07 00:00:00.000000"
89817,63504,3,"2014-01-04 00:00:00.000000"
89855,55188,3,"2013-08-30 00:00:00.000000"
89866,67662,3,"2014-03-06 00:00:00.000000"
89879,53697,3,"2013-08-02 00:00:00.000000"
89882,50001,3,"2013-03-11 00:00:00.000000"
89889,47145,3,"2012-07-09 00:00:00.000000"
89965,74592,3,"2014-06-15 00:00:00.000000"
89979,45549,3,"2012-01-30 00:00:00.000000"
89995,67053,3,"2014-02-26 00:00:00.000000"
90052,48006,3,"2012-10-01 00:00:00.000000"
90053,63861,3,"2014-01-09 00:00:00.000000"
90074,59997,3,"2013-11-13 00:00:00.000000"
90114,47712,3,"2012-08-31 00:00:00.000000"
90122,62286,3,"2013-12-18 00:00:00.000000"
90141,46200,3,"2012-04-12 00:00:00.000000"
90166,70896,3,"2014-04-19 00:00:00.000000"
90170,72555,3,"2014-05-10 00:00:00.000000"
90213,66360,3,"2014-02-15 00:00:00.000000"
90220,64134,3,"2014-01-14 00:00:00.000000"
90281,43827,3,"2011-06-28 00:00:00.000000"
90286,66192,3,"2014-02-12 00:00:00.000000"
90287,43662,3,"2011-06-01 00:00:00.000000"
90290,52416,3,"2013-07-12 00:00:00.000000"
90310,68544,3,"2014-03-20 00:00:00.000000"
90330,72366,3,"2014-05-08 00:00:00.000000"
90341,52815,3,"2013-07-19 00:00:00.000000"
90345,74235,3,"2014-06-03 00:00:00.000000"
90410,70035,3,"2014-04-07 00:00:00.000000"
90446,48531,3,"2012-11-11 00:00:00.000000"
90462,60312,3,"2013-11-17 00:00:00.000000"
90464,57225,3,"2013-10-01 00:00:00.000000"
90468,72744,3,"2014-05-13 00:00:00.000000"
90498,43722,3,"2011-06-07 00:00:00.000000"
90566,71715,3,"2014-05-01 00:00:00.000000"
90569,46473,3,"2012-05-12 00:00:00.000000"
90657,69039,3,"2014-03-27 00:00:00.000000"
90677,72450,3,"2014-05-09 00:00:00.000000"
90697,55839,3,"2013-09-08 00:00:00.000000"
90703,53214,3,"2013-07-27 00:00:00.000000"
90720,59745,3,"2013-11-09 00:00:00.000000"
90744,69552,3,"2014-04-01 00:00:00.000000"
90770,51618,3,"2013-06-26 00:00:00.000000"
90822,61320,3,"2013-12-02 00:00:00.000000"
90837,61761,3,"2013-12-09 00:00:00.000000"
90878,49014,3,"2012-12-28 00:00:00.000000"
90885,55671,3,"2013-09-05 00:00:00.000000"
90886,50736,3,"2013-05-01 00:00:00.000000"
90925,49770,3,"2013-02-23 00:00:00.000000"
90960,56385,3,"2013-09-19 00:00:00.000000"
91035,61593,3,"2013-12-06 00:00:00.000000"
91056,73416,3,"2014-05-22 00:00:00.000000"
91066,45612,3,"2012-02-03 00:00:00.000000"
91137,57561,3,"2013-10-07 00:00:00.000000"
91139,75012,3,"2014-06-28 00:00:00.000000"
91174,71442,3,"2014-04-27 00:00:00.000000"
91188,50988,3,"2013-05-21 00:00:00.000000"
91195,65247,3,"2014-01-30 00:00:00.000000"
91215,49980,3,"2013-03-09 00:00:00.000000"
91260,58296,3,"2013-10-21 00:00:00.000000"
91267,73794,3,"2014-05-27 00:00:00.000000"
91288,74781,3,"2014-06-20 00:00:00.000000"
91291,52500,3,"2013-07-13 00:00:00.000000"
91311,66507,3,"2014-02-18 00:00:00.000000"
91323,45780,3,"2012-03-01 00:00:00.000000"
91326,48132,3,"2012-10-08 00:00:00.000000"
91334,59472,3,"2013-11-05 00:00:00.000000"
91349,74361,3,"2014-06-07 00:00:00.000000"
91363,44772,3,"2011-11-01 00:00:00.000000"
91423,62202,3,"2013-12-16 00:00:00.000000"
91450,74886,3,"2014-06-24 00:00:00.000000"
91453,58905,3,"2013-10-31 00:00:00.000000"
91459,56721,3,"2013-09-25 00:00:00.000000"
91462,49812,3,"2013-02-28 00:00:00.000000"
91473,70875,3,"2014-04-19 00:00:00.000000"
91475,54789,3,"2013-08-22 00:00:00.000000"
91481,67914,3,"2014-03-10 00:00:00.000000"
91509,44583,3,"2011-10-04 00:00:00.000000"
91523,45150,3,"2011-12-15 00:00:00.000000"
91543,49224,3,"2013-01-05 00:00:00.000000"
91544,65394,3,"2014-01-30 00:00:00.000000"
91612,74907,3,"2014-06-24 00:00:00.000000"
91626,43995,3,"2011-07-19 00:00:00.000000"
91639,68460,3,"2014-03-18 00:00:00.000000"
91648,60753,3,"2013-11-24 00:00:00.000000"
91670,59913,3,"2013-11-12 00:00:00.000000"
91676,59577,3,"2013-11-06 00:00:00.000000"
91689,66633,3,"2014-02-19 00:00:00.000000"
91694,50337,3,"2013-04-01 00:00:00.000000"
91695,67473,3,"2014-03-03 00:00:00.000000"
91703,68187,3,"2014-03-14 00:00:00.000000"
91753,54138,3,"2013-08-10 00:00:00.000000"
91759,59934,3,"2013-11-12 00:00:00.000000"
91831,54873,3,"2013-08-23 00:00:00.000000"
91844,63798,3,"2014-01-08 00:00:00.000000"
91888,48321,3,"2012-10-31 00:00:00.000000"
91889,56574,3,"2013-09-22 00:00:00.000000"
91906,71253,3,"2014-04-24 00:00:00.000000"
91936,57414,3,"2013-10-04 00:00:00.000000"
91943,47775,3,"2012-09-06 00:00:00.000000"
91950,53571,3,"2013-08-01 00:00:00.000000"
91956,51387,3,"2013-06-12 00:00:00.000000"
91961,62013,3,"2013-12-13 00:00:00.000000"
91971,53865,3,"2013-08-05 00:00:00.000000"
91984,63000,3,"2013-12-29 00:00:00.000000"
92004,74823,3,"2014-06-22 00:00:00.000000"
92039,64512,3,"2014-01-19 00:00:00.000000"
92041,54810,3,"2013-08-22 00:00:00.000000"
92086,58113,3,"2013-10-17 00:00:00.000000"
92087,70350,3,"2014-04-11 00:00:00.000000"
92100,47691,3,"2012-08-31 00:00:00.000000"
92116,57066,3,"2013-10-01 00:00:00.000000"
92153,72933,3,"2014-05-15 00:00:00.000000"
92192,52479,3,"2013-07-13 00:00:00.000000"
92207,49602,3,"2013-02-03 00:00:00.000000"
92230,70245,3,"2014-04-09 00:00:00.000000"
92234,57582,3,"2013-10-07 00:00:00.000000"
92236,58821,3,"2013-10-29 00:00:00.000000"
92256,71085,3,"2014-04-21 00:00:00.000000"
92276,71190,3,"2014-04-23 00:00:00.000000"
92309,54033,3,"2013-08-08 00:00:00.000000"
92341,49623,3,"2013-02-05 00:00:00.000000"
92344,64302,3,"2014-01-17 00:00:00.000000"
92354,65709,3,"2014-02-05 00:00:00.000000"
92361,43743,3,"2011-06-12 00:00:00.000000"
92383,62349,3,"2013-12-19 00:00:00.000000"
92392,51954,3,"2013-07-02 00:00:00.000000"
92451,65142,3,"2014-01-29 00:00:00.000000"
92527,45486,3,"2012-01-25 00:00:00.000000"
92544,54642,3,"2013-08-19 00:00:00.000000"
92552,46242,3,"2012-04-17 00:00:00.000000"
92554,45024,3,"2011-11-30 00:00:00.000000"
92580,56238,3,"2013-09-16 00:00:00.000000"
92582,73542,3,"2014-05-23 00:00:00.000000"
92593,70056,3,"2014-04-07 00:00:00.000000"
92631,60942,3,"2013-11-27 00:00:00.000000"
92669,62118,3,"2013-12-15 00:00:00.000000"
92671,61782,3,"2013-12-09 00:00:00.000000"
92684,49707,3,"2013-02-15 00:00:00.000000"
92693,45507,3,"2012-01-27 00:00:00.000000"
92729,64197,3,"2014-01-15 00:00:00.000000"
92811,63966,3,"2014-01-11 00:00:00.000000"
92820,72261,3,"2014-05-06 00:00:00.000000"
92826,45066,3,"2011-12-02 00:00:00.000000"
92859,70728,3,"2014-04-16 00:00:00.000000"
92896,59451,3,"2013-11-05 00:00:00.000000"
92932,67725,3,"2014-03-07 00:00:00.000000"
92939,47229,3,"2012-07-19 00:00:00.000000"
92954,46914,3,"2012-06-29 00:00:00.000000"
92959,61110,3,"2013-11-30 00:00:00.000000"
92964,51534,3,"2013-06-22 00:00:00.000000"
92973,65541,3,"2014-02-02 00:00:00.000000"
92987,58926,3,"2013-10-31 00:00:00.000000"
93015,56406,3,"2013-09-19 00:00:00.000000"
93076,49728,3,"2013-02-17 00:00:00.000000"
93090,66066,3,"2014-02-10 00:00:00.000000"
93095,54768,3,"2013-08-21 00:00:00.000000"
93104,75054,3,"2014-06-29 00:00:00.000000"
93108,43659,3,"2011-06-01 00:00:00.000000"
93127,44037,3,"2011-07-25 00:00:00.000000"
93134,51891,3,"2013-07-01 00:00:00.000000"
93142,51996,3,"2013-07-03 00:00:00.000000"
93159,69309,3,"2014-03-31 00:00:00.000000"
93171,67179,3,"2014-02-28 00:00:00.000000"
93187,43680,3,"2011-06-01 00:00:00.000000"
93193,56847,3,"2013-09-27 00:00:00.000000"
93200,70476,3,"2014-04-13 00:00:00.000000"
93201,69531,3,"2014-04-01 00:00:00.000000"
93215,66129,3,"2014-02-11 00:00:00.000000"
93230,61265,3,"2013-12-01 00:00:00.000000"
93255,47019,3,"2012-07-01 00:00:00.000000"
93260,72009,3,"2014-05-03 00:00:00.000000"
93270,60522,3,"2013-11-21 00:00:00.000000"
93287,67620,3,"2014-03-05 00:00:00.000000"
93299,43668,3,"2011-06-01 00:00:00.000000"
93324,48678,3,"2012-11-25 00:00:00.000000"
93353,61047,3,"2013-11-29 00:00:00.000000"
93365,72303,3,"2014-05-07 00:00:00.000000"
93381,72681,3,"2014-05-12 00:00:00.000000"
93397,62874,3,"2013-12-27 00:00:00.000000"
93407,68145,3,"2014-03-13 00:00:00.000000"
93434,56952,3,"2013-09-29 00:00:00.000000"
93440,57624,3,"2013-10-08 00:00:00.000000"
93453,66234,3,"2014-02-13 00:00:00.000000"
93482,64617,3,"2014-01-21 00:00:00.000000"
93489,44499,3,"2011-10-02 00:00:00.000000"
93493,57519,3,"2013-10-06 00:00:00.000000"
93498,62412,3,"2013-12-20 00:00:00.000000"
93513,53609,3,"2013-08-01 00:00:00.000000"
93515,50232,3,"2013-03-31 00:00:00.000000"
93563,64092,3,"2014-01-13 00:00:00.000000"
93565,57120,3,"2013-10-01 00:00:00.000000"
93593,68964,3,"2014-03-26 00:00:00.000000"
93598,64554,3,"2014-01-20 00:00:00.000000"
93604,71148,3,"2014-04-22 00:00:00.000000"
93678,64260,3,"2014-01-16 00:00:00.000000"
93679,64449,3,"2014-01-18 00:00:00.000000"
93684,63042,3,"2013-12-30 00:00:00.000000"
93687,44394,3,"2011-09-13 00:00:00.000000"
93697,43806,3,"2011-06-25 00:00:00.000000"
93711,53739,3,"2013-08-03 00:00:00.000000"
93765,57288,3,"2013-10-02 00:00:00.000000"
93767,55965,3,"2013-09-10 00:00:00.000000"
93770,73290,3,"2014-05-20 00:00:00.000000"
93792,56784,3,"2013-09-26 00:00:00.000000"
93835,73962,3,"2014-05-29 00:00:00.000000"
93851,72618,3,"2014-05-11 00:00:00.000000"
93882,69993,3,"2014-04-06 00:00:00.000000"
93891,69027,3,"2014-03-27 00:00:00.000000"
93918,54096,3,"2013-08-09 00:00:00.000000"
93951,74193,3,"2014-06-02 00:00:00.000000"
93952,71673,3,"2014-04-30 00:00:00.000000"
93977,52773,3,"2013-07-18 00:00:00.000000"
93999,47586,3,"2012-08-19 00:00:00.000000"
94003,43764,3,"2011-06-17 00:00:00.000000"
94029,61887,3,"2013-12-11 00:00:00.000000"
94036,59514,3,"2013-11-06 00:00:00.000000"
94081,45717,3,"2012-02-20 00:00:00.000000"
94083,73353,3,"2014-05-21 00:00:00.000000"
94105,51828,3,"2013-07-01 00:00:00.000000"
94106,65226,3,"2014-01-30 00:00:00.000000"
94141,55797,3,"2013-09-07 00:00:00.000000"
94186,52710,3,"2013-07-17 00:00:00.000000"
94212,52059,3,"2013-07-04 00:00:00.000000"
94219,72513,3,"2014-05-09 00:00:00.000000"
94235,63924,3,"2014-01-10 00:00:00.000000"
94247,47460,3,"2012-08-01 00:00:00.000000"
94278,51072,3,"2013-05-30 00:00:00.000000"
94294,68481,3,"2014-03-19 00:00:00.000000"
94302,71610,3,"2014-04-29 00:00:00.000000"
94305,57351,3,"2013-10-03 00:00:00.000000"
94328,60879,3,"2013-11-26 00:00:00.000000"
94334,49539,3,"2013-01-29 00:00:00.000000"
94338,49497,3,"2013-01-29 00:00:00.000000"
94363,51450,3,"2013-06-16 00:00:00.000000"
94418,62790,4,"2013-12-26 03:00:00.000000"
94439,70518,4,"2014-04-13 03:00:00.000000"
94449,62895,4,"2013-12-28 03:00:00.000000"
94469,73185,4,"2014-05-19 03:00:00.000000"
94553,51660,4,"2013-06-29 03:00:00.000000"
94564,62622,4,"2013-12-23 03:00:00.000000"
94572,72408,4,"2014-05-08 03:00:00.000000"
94600,46137,4,"2012-04-03 03:00:00.000000"
94611,68271,4,"2014-03-16 03:00:00.000000"
94676,73017,4,"2014-05-16 03:00:00.000000"
94709,69783,4,"2014-04-03 03:00:00.000000"
94793,67263,4,"2014-03-02 03:00:00.000000"
94821,73689,4,"2014-05-25 03:00:00.000000"
94834,55755,4,"2013-09-07 03:00:00.000000"
94837,46347,4,"2012-05-01 03:00:00.000000"
94872,44961,4,"2011-11-21 03:00:00.000000"
94896,60081,4,"2013-11-14 03:00:00.000000"
94898,53235,4,"2013-07-27 03:00:00.000000"
94921,68103,4,"2014-03-13 03:00:00.000000"
94928,59241,4,"2013-11-02 03:00:00.000000"
94961,50169,4,"2013-03-28 03:00:00.000000"
94965,69720,4,"2014-04-02 03:00:00.000000"
94996,46557,4,"2012-05-24 03:00:00.000000"
94997,55587,4,"2013-09-04 03:00:00.000000"
95030,59199,4,"2013-11-01 03:00:00.000000"
95065,48384,4,"2012-10-31 03:00:00.000000"
95135,49329,4,"2013-01-17 03:00:00.000000"
95167,62391,4,"2013-12-19 03:00:00.000000"
95171,49581,4,"2013-02-02 03:00:00.000000"
95180,62832,4,"2013-12-27 03:00:00.000000"
95192,70545,4,"2014-04-14 03:00:00.000000"
95219,44625,4,"2011-10-11 03:00:00.000000"
95288,47607,4,"2012-08-23 03:00:00.000000"
95302,67202,4,"2014-03-01 03:00:00.000000"
95336,46746,4,"2012-06-08 03:00:00.000000"
95342,73143,4,"2014-05-18 03:00:00.000000"
95360,73080,4,"2014-05-17 03:00:00.000000"
95366,55986,4,"2013-09-11 03:00:00.000000"
95368,67200,4,"2014-02-28 03:00:00.000000"
95383,55482,4,"2013-09-02 03:00:00.000000"
95411,65090,4,"2014-01-29 03:00:00.000000"
95417,75075,4,"2014-06-30 03:00:00.000000"
95434,48447,4,"2012-11-04 03:00:00.000000"
95442,46410,4,"2012-05-04 03:00:00.000000"
95444,67204,4,"2014-03-01 03:00:00.000000"
95457,45192,4,"2011-12-21 03:00:00.000000"
95502,64344,4,"2014-01-17 03:00:00.000000"
95551,55713,4,"2013-09-06 03:00:00.000000"
95574,59367,4,"2013-11-04 03:00:00.000000"
95578,71691,4,"2014-05-01 03:00:00.000000"
95666,61152,4,"2013-11-30 03:00:00.000000"
95668,45885,4,"2012-03-12 03:00:00.000000"
95703,69951,4,"2014-04-06 03:00:00.000000"
95749,52227,4,"2013-07-08 03:00:00.000000"
95757,57855,4,"2013-10-13 03:00:00.000000"
95759,67032,4,"2014-02-26 03:00:00.000000"
95774,44814,4,"2011-11-02 03:00:00.000000"
95782,58800,4,"2013-10-29 03:00:00.000000"
95783,66717,4,"2014-02-21 03:00:00.000000"
95785,48552,4,"2012-11-13 03:00:00.000000"
95800,58170,4,"2013-10-18 03:00:00.000000"
95801,70077,4,"2014-04-07 03:00:00.000000"
95805,66885,4,"2014-02-24 03:00:00.000000"
95822,58632,4,"2013-10-26 03:00:00.000000"
95828,58002,4,"2013-10-15 03:00:00.000000"
95858,68712,4,"2014-03-22 03:00:00.000000"
95871,61362,4,"2013-12-02 03:00:00.000000"
95898,59535,4,"2013-11-06 03:00:00.000000"
95900,56490,4,"2013-09-21 03:00:00.000000"
95915,48342,4,"2012-10-31 03:00:00.000000"
95922,73311,4,"2014-05-20 03:00:00.000000"
95940,59850,4,"2013-11-11 03:00:00.000000"
95977,50778,4,"2013-05-02 03:00:00.000000"
95980,54201,4,"2013-08-12 03:00:00.000000"
96003,54348,4,"2013-08-14 03:00:00.000000"
96042,70119,4,"2014-04-08 03:00:00.000000"
96055,74130,4,"2014-05-31 03:00:00.000000"
96070,70749,4,"2014-04-16 03:00:00.000000"
96071,48888,4,"2012-12-12 03:00:00.000000"
96118,44751,4,"2011-11-01 03:00:00.000000"
96121,59073,4,"2013-10-31 03:00:00.000000"
96163,49896,4,"2013-03-01 03:00:00.000000"
96188,70224,4,"2014-04-09 03:00:00.000000"
96206,44268,4,"2011-08-29 03:00:00.000000"
96279,51051,4,"2013-05-28 03:00:00.000000"
96332,47334,4,"2012-07-30 03:00:00.000000"
96353,62160,4,"2013-12-16 03:00:00.000000"
96358,61383,4,"2013-12-03 03:00:00.000000"
96372,70791,4,"2014-04-17 03:00:00.000000"
96384,64911,4,"2014-01-26 03:00:00.000000"
96397,71757,4,"2014-05-01 03:00:00.000000"
96457,52395,4,"2013-07-11 03:00:00.000000"
96464,54537,4,"2013-08-18 03:00:00.000000"
96469,61530,4,"2013-12-05 03:00:00.000000"
96525,65352,4,"2014-01-30 03:00:00.000000"
96558,72807,4,"2014-05-14 03:00:00.000000"
96566,58506,4,"2013-10-24 03:00:00.000000"
96571,72240,4,"2014-05-06 03:00:00.000000"
96588,48426,4,"2012-11-02 03:00:00.000000"
96633,56826,4,"2013-09-27 03:00:00.000000"
96689,71883,4,"2014-05-02 03:00:00.000000"
96709,61551,4,"2013-12-06 03:00:00.000000"
96716,49392,4,"2013-01-22 03:00:00.000000"
96724,66549,4,"2014-02-18 03:00:00.000000"
96725,71064,4,"2014-04-21 03:00:00.000000"
96728,49518,4,"2013-01-29 03:00:00.000000"
96741,60690,4,"2013-11-23 03:00:00.000000"
96744,48111,4,"2012-10-05 03:00:00.000000"
96755,72912,4,"2014-05-15 03:00:00.000000"
96762,59052,4,"2013-10-31 03:00:00.000000"
96773,63693,4,"2014-01-07 03:00:00.000000"
96785,68670,4,"2014-03-21 03:00:00.000000"
96787,43869,4,"2011-07-02 03:00:00.000000"
96796,71778,4,"2014-05-02 03:00:00.000000"
96824,46767,4,"2012-06-10 03:00:00.000000"
96835,53844,4,"2013-08-05 03:00:00.000000"
96842,64848,4,"2014-01-24 03:00:00.000000"
96845,66591,4,"2014-02-19 03:00:00.000000"
96881,56994,4,"2013-09-30 03:00:00.000000"
96914,65688,4,"2014-02-05 03:00:00.000000"
96932,57666,4,"2013-10-09 03:00:00.000000"
96943,58359,4,"2013-10-22 03:00:00.000000"
96961,71967,4,"2014-05-02 03:00:00.000000"
